"year","pref","ku","kun","wl","rank","nocand","seito","j_name","gender","name","previous","age","exp","status","vote","voteshare","eligible","turnout","seshu_dummy","jiban_seshu","nojiban_seshu"
1996,"愛知","aichi",8,0,2,5,"新進","森田裕介","male","MORITA, YUSUKE",0,33,8644586,0,90099,43,377152,57.1,0,".","."
1996,"愛知","aichi",8,0,3,5,"共産","梶浦勇","male","KAJIURA, ISAMU",0,48,2471701,0,23166,11.1,377152,57.1,0,".","."
1996,"愛知","aichi",8,0,4,5,"文化フォーラム","山崎和子","female","YAMAZAKI, KAZUKO",0,34,".",0,2259,1.1,377152,57.1,0,".","."
1996,"愛知","aichi",8,0,5,5,"無所","下田謙一","male","SHIMODA, KENICHI",0,42,".",0,873,0.4,377152,57.1,0,".","."
1996,"愛知","aichi",9,1,1,7,"新進","海部俊樹","male","KAIFU, TOSHIKI",12,65,19731389,1,111578,47.7,393953,60.6,0,".","."
1996,"愛知","aichi",9,0,2,7,"自民","吉川博","male","YOSHIKAWA, HIROSHI",0,73,4711892,0,58059,24.8,393953,60.6,0,".","."
1996,"愛知","aichi",9,0,3,7,"民主","佐藤観樹","male","SATO, KANJU",8,54,7992963,1,42393,18.1,393953,60.6,1,"父＝佐藤観次郎（衆議院議員）","."
1996,"愛知","aichi",9,0,4,7,"共産","日比静夫","male","HIBI, SHIZUO",0,63,2072270,0,20290,8.7,393953,60.6,0,".","."
1996,"愛知","aichi",9,0,5,7,"文化フォーラム","保田玲子","female","YASUDA, REIKO",0,50,".",0,921,0.4,393953,60.6,0,".","."
1996,"愛知","aichi",9,0,6,7,"無所","大井忠則","male","OI, TADANORI",0,48,".",0,422,0.2,393953,60.6,0,".","."
1996,"愛知","aichi",9,0,7,7,"国民党","志良以栄","male","SHIRAI, SAKAE",0,59,".",0,338,0.1,393953,60.6,0,".","."
1996,"愛知","aichi",10,1,1,7,"新進","江崎鉄磨","male","ESAKI, TETSUMA",2,53,18863794,1,110820,46.4,437148,56,1,"父＝江_真澄（衆議院議員）","."
1996,"愛知","aichi",10,0,2,7,"自民","森治男","male","MORI, HARUO",0,50,9513777,0,72178,30.2,437148,56,0,".","."
1996,"愛知","aichi",10,0,3,7,"共産","岸野知子","female","KISHINO, TOMOKO",0,46,2251163,0,29003,12.2,437148,56,0,".","."
1996,"愛知","aichi",10,0,4,7,"民主","長縄幸子","female","NAGANAWA, SACHIKO",0,48,5656242,0,20575,8.6,437148,56,0,".","."
1996,"愛知","aichi",10,0,5,7,"無所","清水宣弥","male","SHIMIZU, SENYA",0,26,4323761,0,5103,2.1,437148,56,0,".","."
1996,"愛知","aichi",10,0,6,7,"国民党","高橋伸輔","male","TAKAHASHI, SHINSUKE",0,54,".",0,683,0.3,437148,56,0,".","."
1996,"愛知","aichi",10,0,7,7,"無所","阿閉豊次","male","ATOJI, TOYOJI",0,46,".",0,284,0.1,437148,56,0,".","."
1996,"愛知","aichi",11,1,1,3,"新進","伊藤英成","male","ITO, EISEI",4,54,14561501,1,123404,55.5,310462,73,0,".","."
1996,"愛知","aichi",11,0,2,3,"自民","浦野烋興","male","URANO, YASUOKI",5,54,15945645,1,85766,38.6,310462,73,1,"義父＝浦野幸男（衆議院議員）","."
1996,"愛知","aichi",11,0,3,3,"共産","大村義則","male","OMURA, YOSHINORI",0,40,1932893,0,13260,6,310462,73,0,".","."
1996,"愛知","aichi",12,1,1,3,"自民","杉浦正健","male","SUGIURA, SEIKEN",2,62,15571849,2,133257,55.2,395441,63.6,0,".","."
1996,"愛知","aichi",12,0,2,3,"新進","川島實","male","KAWASHIMA, MINORU",2,60,5713734,1,79950,33.1,395441,63.6,0,".","."
1996,"愛知","aichi",12,0,3,3,"共産","山田真澄","female","YAMADA, MASUMI",0,36,2225778,0,28358,11.7,395441,63.6,0,".","."
1996,"愛知","aichi",13,1,1,3,"新進","島聡","male","SHIMA, SATOSHI",0,38,8689828,0,87991,46.8,330753,58.7,0,".","."
1996,"愛知","aichi",13,2,2,3,"自民","大村秀章","male","OMURA, HIDEAKI",0,36,9288155,0,80629,42.9,330753,58.7,0,".","."
1996,"愛知","aichi",13,0,3,3,"共産","高林誠","male","TAKABAYASHI, MAKOTO",0,53,2056944,0,19484,10.4,330753,58.7,0,".","."
1996,"愛知","aichi",14,1,1,4,"自民","浅野勝人","male","ASANO, KATSUHITO",2,58,11907557,2,72661,49.8,254598,59.2,0,".","."
1996,"愛知","aichi",14,0,2,4,"新進","吉富一雄","male","YOSHITOMI, KAZUO",0,39,7535268,0,44421,30.5,254598,59.2,0,".","."
1996,"愛知","aichi",14,0,3,4,"共産","栗谷建一郎","male","KURITANI, KENICHIRO",0,47,2292923,0,14646,10,254598,59.2,0,".","."
1996,"愛知","aichi",14,0,4,4,"民主","藤川千秋","female","FUJIKAWA, CHIAKI",0,55,10863379,0,14149,9.7,254598,59.2,0,".","."
1996,"愛知","aichi",15,1,1,5,"自民","村田敬次郎","male","MURATA, KEIJIRO",9,72,11227933,1,74963,45.3,315533,54.3,0,".","."
1996,"愛知","aichi",15,0,2,5,"新進","木俣佳丈","male","KIMATA, YOSHITAKE",0,31,9416599,0,64486,39,315533,54.3,0,".","."
1996,"愛知","aichi",15,0,3,5,"共産","塚田栄二","male","TSUKADA, EIJI",0,41,2616378,0,22851,13.8,315533,54.3,0,".","."
1996,"愛知","aichi",15,0,4,5,"国民党","松本しげ子","female","MATSUMOTO, SHIGEKO",0,51,".",0,1796,1.1,315533,54.3,0,".","."
1996,"愛知","aichi",15,0,5,5,"文化フォーラム","松下正利","male","MATSUSHITA, MASATOSHI",0,51,".",0,1398,0.8,315533,54.3,0,".","."
1996,"愛媛","ehime",1,1,1,4,"自民","関谷勝嗣","male","SEKIYA, KATSUTSUGU",7,58,14881825,1,90305,45.3,356732,56.9,1,"父＝関谷勝利（衆議院議員）","."
1996,"愛媛","ehime",1,0,2,4,"新進","中村時広","male","NAKAMURA, TOKIHIRO",0,36,6218824,1,85794,43.1,356732,56.9,1,"父＝中村時雄（衆議院議員）","."
1996,"愛媛","ehime",1,0,3,4,"共産","佐々木泉","male","SASAKI, IZUMI",0,46,3056573,0,17437,8.8,356732,56.9,0,".","."
1996,"愛媛","ehime",1,0,4,4,"新社会","中島清延","male","NAKAJIMA, KIYONOBU",0,52,3401567,0,5652,2.8,356732,56.9,0,".","."
1996,"愛媛","ehime",2,1,1,3,"自民","村上誠一郎","male","MURAKAMI, SEIICHIRO",3,44,9488463,1,118966,70.3,297715,61.1,1,"父＝村上信二郎（衆議院議員）","."
1996,"愛媛","ehime",2,0,2,3,"社民","梅崎雪男","male","UMEZAKI, YUKIO",0,59,8698225,0,27060,16,297715,61.1,0,".","."
1996,"愛媛","ehime",2,0,3,3,"共産","谷田慶子","female","TANIDA, KEIKO",0,59,2607604,0,23143,13.7,297715,61.1,0,".","."
1996,"愛媛","ehime",3,1,1,4,"自民","小野晋也","male","ONO, SHINYA",2,41,15925710,1,80415,52.6,269457,58.3,0,".","."
1996,"愛媛","ehime",3,0,2,4,"社民","藤田高敏","male","FUJITA, TAKATOSHI",7,73,11017958,2,38484,25.2,269457,58.3,0,".","."
1996,"愛媛","ehime",3,0,3,4,"新進","日野啓佑","male","HINO, KEISUKE",0,60,8143445,0,22038,14.4,269457,58.3,0,".","."
1996,"愛媛","ehime",3,0,4,4,"共産","平本哲郎","male","HIRAMOTO, TETSURO",0,53,2240250,0,11982,7.8,269457,58.3,0,".","."
1996,"愛媛","ehime",4,1,1,3,"自民","山本公一","male","YAMAMOTO, KOICHI",2,49,17964826,1,113587,61,264704,72.1,1,"父＝山本友一（衆議院議員）","."
1996,"愛媛","ehime",4,0,2,3,"新進","高橋英吾","male","TAKAHASHI, EIGO",0,56,6811570,0,61244,32.9,264704,72.1,0,".","."
1996,"愛媛","ehime",4,0,3,3,"共産","石本憲一","male","IKEMOTO, KENICHI",0,49,2204650,0,11314,6.1,264704,72.1,0,".","."
1996,"茨城","ibaraki",1,1,1,4,"自民","赤城徳彦","male","AKAGI, NORIHIKO",2,37,12080224,1,114796,52.7,391462,57,1,"祖父＝赤城宗徳（衆議院議員）","."
1996,"茨城","ibaraki",1,0,2,4,"新進","塚田延充","male","TSUKADA, ENJU",2,58,14931931,1,63069,29,391462,57,0,".","."
1996,"茨城","ibaraki",1,0,3,4,"民主","時崎雄司","male","TOKIZAKI, YUJI",0,56,7101366,2,24730,11.4,391462,57,0,".","."
1996,"茨城","ibaraki",1,0,4,4,"共産","関戸秀子","female","SEKIDO, HIDEKO",0,50,3629533,0,15185,7,391462,57,0,".","."
1996,"茨城","ibaraki",2,1,1,3,"自民","額賀福志郎","male","NUKAGA, FUKUSHIRO",4,52,13657200,1,109139,61.9,332944,54.6,0,".","."
1996,"茨城","ibaraki",2,0,2,3,"新進","常井美治","male","TOKOI, YOSHIHARU",0,41,8246003,0,54138,30.7,332944,54.6,0,".","."
1996,"茨城","ibaraki",2,0,3,3,"共産","横倉達士","male","YOKOKURA, TATSUSHI",0,57,3426642,0,13039,7.4,332944,54.6,0,".","."
1996,"茨城","ibaraki",3,1,1,4,"自民","中山利生","male","NAKAYAMA, TOSHIO",7,71,14331526,1,89822,50,342895,54.4,1,"父＝中山栄一（衆議院議員）","."
1996,"茨城","ibaraki",3,0,2,4,"新進","永岡洋治","male","NAGAOKA, YOJI",0,45,12274091,0,59080,32.9,342895,54.4,0,".","."
1996,"茨城","ibaraki",3,0,3,4,"共産","上野高志","male","UENO, TAKASHI",0,32,3687076,0,26815,14.9,342895,54.4,0,".","."
1996,"茨城","ibaraki",3,0,4,4,"自由連合","阿部昭","male","ABE, AKIRA",0,32,1817944,0,4090,2.3,342895,54.4,0,".","."
1996,"茨城","ibaraki",4,1,1,3,"自民","梶山静六","male","KAJIYAMA, SEIROKU",8,70,13306742,1,112977,68.3,286678,59.6,0,".","."
1996,"茨城","ibaraki",4,0,2,3,"新進","斎藤全一郎","male","SAITO, ZENICHIRO",0,41,7899451,0,38028,23,286678,59.6,0,".","."
1996,"茨城","ibaraki",4,0,3,3,"共産","根本道直","male","NEMOTO, MICHINAO",0,62,4044323,0,14325,8.7,286678,59.6,0,".","."
1996,"茨城","ibaraki",5,1,1,4,"自民","塚原俊平","male","TSUKAHARA, SHUNPEI",7,49,15754364,1,69369,51.5,234738,59.4,1,"父＝塚原俊郎（衆議院議員）","."
1996,"茨城","ibaraki",5,2,2,4,"民主","大畠章宏","male","OHATA, AKIHIRO",2,49,14387529,1,53497,39.8,234738,59.4,0,".","."
1996,"茨城","ibaraki",5,0,3,4,"共産","藤田邦良","male","FUJITA, KUNIYOSHI",0,45,3473438,0,9698,7.2,234738,59.4,0,".","."
1996,"茨城","ibaraki",5,0,4,4,"無所","高木豊","male","TAKAGI, YUTAKA",0,54,".",0,2007,1.5,234738,59.4,0,".","."
1996,"茨城","ibaraki",6,1,1,6,"自民","丹羽雄哉","male","NIWA, YUYA",6,52,10892318,1,110495,56.9,381126,52.9,1,"父＝丹羽喬四郎（衆議院議員）","."
1996,"茨城","ibaraki",6,0,2,6,"新進","小林邦男","male","KOBAYASHI, KUNIO",0,48,11112819,0,39372,20.3,381126,52.9,0,".","."
1996,"茨城","ibaraki",6,0,3,6,"共産","小松豊正","male","KOMATSU, TOYOMASA",0,48,3664347,0,20035,10.3,381126,52.9,0,".","."
1996,"茨城","ibaraki",6,0,4,6,"新党さきがけ","中原恵人","male","NAKAHARA, SHIGETO",0,26,3116445,0,15410,7.9,381126,52.9,0,".","."
1996,"茨城","ibaraki",6,0,5,6,"新社会","柳沢雅美","male","YANAGISAWA, MASAMI",0,41,4392038,0,7369,3.8,381126,52.9,0,".","."
1996,"茨城","ibaraki",6,0,6,6,"自由連合","叶屋博基","male","KANOYA, HIROKI",0,30,1387987,0,1516,0.8,381126,52.9,0,".","."
1996,"茨城","ibaraki",7,1,1,4,"無所","中村喜四郎","male","NAKAMURA, KISHIRO",7,47,9100519,1,100175,53.6,302096,63.7,1,".","父＝中村喜四郎（先代）（参議院議員）、母＝中村登美（参議院議員）"
1996,"茨城","ibaraki",7,0,2,4,"新進","田中勝也","male","TANAKA, KATSUYA",0,43,9500571,0,72208,38.7,302096,63.7,0,".","."
1996,"茨城","ibaraki",7,0,3,4,"共産","小島修","male","OJIMA, OSAMU",0,34,3840139,0,12032,6.4,302096,63.7,0,".","."
1996,"茨城","ibaraki",7,0,4,4,"自由連合","前川紀昭","male","MAEKAWA, TOSHIAKI",0,55,1821399,0,2348,1.3,302096,63.7,0,".","."
1996,"岡山","okayama",1,1,1,3,"自民","逢沢一郎","male","AISAWA, ICHIRO",3,42,16184346,1,116639,61.1,319206,61.2,1,"父=逢沢英雄（衆議院議員）","."
1996,"岡山","okayama",1,0,2,3,"新進","日笠勝之","male","HIKASA, KATSUYUKI",3,51,10806382,1,54651,28.6,319206,61.2,0,".","."
1996,"岡山","okayama",1,0,3,3,"共産","森脇久紀","male","MORIWAKI, HISAKI",0,33,2602603,0,19743,10.3,319206,61.2,0,".","."
1996,"岡山","okayama",2,1,1,3,"自民","熊代昭彦","male","KUMASHIRO, AKIHIKO",2,56,17778431,1,88569,54.8,271802,61.8,0,".","."
1996,"岡山","okayama",2,2,2,3,"民主","中桐伸五","male","NAKAGIRI, SHINGO",0,53,5120121,0,51551,31.9,271802,61.8,0,".","."
1996,"岡山","okayama",2,0,3,3,"共産","尾崎宏子","female","OZAKI, HIROKO",0,40,2697071,0,21431,13.3,271802,61.8,0,".","."
1996,"岡山","okayama",3,1,1,3,"自民","平沼赳夫","male","HIRANUMA, TAKEO",5,57,15623187,1,130101,65.3,299197,68.5,0,".","."
1996,"岡山","okayama",3,0,2,3,"新進","西岡憲康","male","NISHIOKA, NORIYASU",0,55,7354280,0,53653,26.9,299197,68.5,0,".","."
1996,"岡山","okayama",3,0,3,3,"共産","長畑龍介","male","NAGAHATA, RYOSUKE",0,56,2341002,0,15425,7.7,299197,68.5,0,".","."
1996,"岡山","okayama",4,1,1,3,"自民","橋本龍太郎","male","HASHIMOTO, RYUTARO",11,59,9611995,1,152595,68,336932,67.5,1,"父＝橋本龍伍（衆議院議員）","."
1996,"岡山","okayama",4,2,2,3,"新進","加藤六月","male","KATO, MUTSUKI",10,70,13822014,1,56646,25.2,336932,67.5,0,".","."
1996,"岡山","okayama",4,0,3,3,"共産","垣内雄一","male","KAKIUCHI, YUICHI",0,32,2632097,0,15173,6.8,336932,67.5,0,".","."
1996,"岡山","okayama",5,1,1,4,"自民","村田吉隆","male","MURATA, YOSHITAKA",2,52,15511884,1,125188,66.8,293113,66.9,1,"義父＝藤井勝志（衆議院議員）","."
1996,"岡山","okayama",5,0,2,4,"民主","木口京子","female","KIGUCHI, KYOKO",0,29,7010795,0,42555,22.7,293113,66.9,0,".","."
1996,"岡山","okayama",5,0,3,4,"共産","斎藤玲子","female","SAITO, REIKO",0,43,2555056,0,12344,6.6,293113,66.9,0,".","."
1996,"岡山","okayama",5,0,4,4,"新社会","福田哲也","male","FUKUDA, TETSUYA",0,60,1494733,0,7296,3.9,293113,66.9,0,".","."
1996,"沖縄","okinawa",1,1,1,5,"新進","白保台一","male","SHIRAHO TAIICHI",0,54,22658053,0,52975,30.2,294922,60.8,0,".","."
1996,"沖縄","okinawa",1,2,2,5,"共産","古堅実吉","male","FURUGEN, SANEYOSHI",2,67,5937626,1,47379,27,294922,60.8,0,".","."
1996,"沖縄","okinawa",1,2,3,5,"自民","下地幹郎","male","SHIMOJI, MIKIO",0,35,18421139,0,44488,25.4,294922,60.8,0,".","."
1996,"沖縄","okinawa",1,0,4,5,"自由連合","西銘順志郎","male","NISHIME, JUNSHIRO",0,46,20578972,0,23238,13.3,294922,60.8,0,".","."
1996,"沖縄","okinawa",1,0,5,5,"新党さきがけ","島尻昇","male","SHIMAJIRI, NOBORU",0,38,8058134,0,7223,4.1,294922,60.8,0,".","."
1996,"沖縄","okinawa",2,1,1,5,"新進","仲村正治","male","NAKAMURA, SEIJI",3,65,13360589,1,66421,41.3,302650,54.6,0,".","."
1996,"沖縄","okinawa",2,0,2,5,"沖縄社会大衆党","仲本安一","male","NAKAMOTO, AICHI",0,61,5939078,0,51689,32.2,302650,54.6,0,".","."
1996,"沖縄","okinawa",2,0,3,5,"自由連合","金城浩","male","KINJO, HIROSHI",0,48,15454721,0,18696,11.6,302650,54.6,0,".","."
1996,"沖縄","okinawa",2,0,4,5,"自民","金城邦男","male","KINJO, KUNIO",0,46,6857334,0,18142,11.3,302650,54.6,0,".","."
1996,"沖縄","okinawa",2,0,5,5,"新党さきがけ","安里仁一郎","male","ASATO, JINICHIRO",0,38,9675503,0,5801,3.6,302650,54.6,0,".","."
1996,"沖縄","okinawa",3,1,1,4,"社民","上原康助","male","UEHARA, KOSUKE",9,64,6093047,1,80534,47,318444,55.3,0,".","."
1996,"沖縄","okinawa",3,2,2,4,"自民","嘉数知賢","male","KAKAZU, CHIKEN",0,55,5186978,0,45591,26.6,318444,55.3,0,".","."
1996,"沖縄","okinawa",3,0,3,4,"自由連合","高江洲義政","male","TAKAESU, YOSHIMASA",0,54,13365243,0,24699,14.4,318444,55.3,0,".","."
1996,"沖縄","okinawa",3,0,4,4,"共産","古堅宗嘉","male","FURUGEN, MUNEYOSHI",0,44,3499534,0,20532,12,318444,55.3,0,".","."
1996,"岩手","iwate",1,1,1,6,"新進","達増拓也","male","TATSUSO, TAKUYA",0,32,10563845,0,67420,40.6,256637,65.6,0,".","."
1996,"岩手","iwate",1,2,2,6,"自民","玉沢徳一郎","male","TAMAZAWA, TOKUICHIRO",6,58,16077410,1,49665,29.9,256637,65.6,0,".","."
1996,"岩手","iwate",1,0,3,6,"無所","中村力","male","NAKAMURA, RIKI",0,34,12080554,1,17087,10.3,256637,65.6,0,".","."
1996,"岩手","iwate",1,0,4,6,"社民","山中邦紀","male","YAMANAKA, KUNINORI",0,63,10922696,2,16758,10.1,256637,65.6,1,"父＝山中吾郎（衆議院議員）","."
1996,"岩手","iwate",1,0,5,6,"共産","佐久間敏子","female","SAKUMA, TOSHIKO",0,45,4535221,0,10668,6.4,256637,65.6,0,".","."
1996,"岩手","iwate",1,0,6,6,"民主","後藤百合子","female","GOTO, YURIKO",0,47,2101849,0,4551,2.7,256637,65.6,0,".","."
1996,"岩手","iwate",2,1,1,4,"自民","鈴木俊一","male","SUZUKI, SHUNICHI",2,43,24345665,1,95913,47.6,309158,66.6,1,"父＝鈴木善幸（衆議院議員）","."
1996,"岩手","iwate",2,0,2,4,"新進","工藤堅太郎","male","KUDO, KENTARO",0,54,17791444,1,83038,41.2,309158,66.6,0,".","."
1996,"岩手","iwate",2,0,3,4,"社民","佐藤謙一","male","SATO, KENICHI",0,51,8736183,0,12081,6,309158,66.6,0,".","."
1996,"岩手","iwate",2,0,4,4,"共産","久慈裕子","female","KUJI, YUKO",0,46,3744258,0,10533,5.2,309158,66.6,0,".","."
1996,"岩手","iwate",3,1,1,3,"新進","佐々木洋平","male","SASAKI, YOHEI",0,54,17832302,0,103952,57.5,265947,70,0,".","."
1996,"岩手","iwate",3,0,2,3,"自民","志賀節","male","SHIGA, SETSU",7,63,11676461,1,58881,32.6,265947,70,1,"父＝志賀健次郎（衆議院議員）","."
1996,"岩手","iwate",3,0,3,3,"共産","小野寺永子","female","ONODERA, EIKO",0,61,3467280,0,17846,9.9,265947,70,0,".","."
1996,"岩手","iwate",4,1,1,4,"新進","小沢一郎","male","OZAWA, ICHIRO",9,54,17104644,1,125619,64.7,275864,71.5,1,"父＝小沢佐重喜（衆議院議員）","."
1996,"岩手","iwate",4,0,2,4,"社民","沢藤礼次郎","male","SAWAFUJI, REIJIRO",2,67,6722761,1,38482,19.8,275864,71.5,0,".","."
1996,"岩手","iwate",4,0,3,4,"自民","井形厚一","male","IGATA, KOICHI",0,31,10686682,0,20179,10.4,275864,71.5,0,".","."
